NAME,DESCRIPTION,CTRL,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CTRL3,CIP1,CIP2,CIP3,CTRL1 CPM,CTRL2 CPM,CTRL3 CPM,CIP1 CPM,CIP2 CPM,CIP3 CPM
,hypothetical protein,0,-0.529752163750385,0.0244085894864116,6.2363141947357,0.0106583498162757,3161,1736,879,954,917,889,82.109,103.215,70.367,70.455,75.834,57.476
,oxidoreductase,0,0.698089543810745,0.0244085894864116,5.97534835729151,0.0106538014080069,1729,951,472,1144,792,1801,44.912,56.542,37.785,84.487,65.496,116.439
,C4-dicarboxylate transporter,0,0.537339053600415,0.0244183974478802,6.24384212878114,0.0106692412478497,2259.41,1010.36,705.441,1555.18,1207.22,1280.33,58.689,60.072,56.473,114.853,99.834,82.776
,hypothetical protein,0,0.443854580739618,0.0244272919929488,4.45567636139551,0.01068179435207,592,371,194,375,352,403,15.378,22.058,15.530,27.695,29.110,26.055
,hypothetical protein,0,-1.26012590143068,0.0244272919929488,0.68008285975453,0.0106783293595434,107,41,20,21,7,23,2.779,2.438,1.601,1.551,0.579,1.487
ppgL,gluconolactonase PpgL,0,0.567154288874532,0.0244725639625168,5.5544533482471,0.0107059327180355,1410,744,353,767,697,1110,36.626,44.235,28.259,56.645,57.640,71.764
,hypothetical protein,0,0.90265438888939,0.0244808418442382,4.39095242981371,0.0107138969007869,425,191,293,498,370,395,11.040,11.356,23.456,36.778,30.598,25.538
,hypothetical protein,0,0.572343845491293,0.0245534130265116,3.10863186484312,0.0107500130121396,208,117,94,147,167,147,5.403,6.956,7.525,10.856,13.810,9.504
,ABC transporter permease,0,0.521936979754931,0.0245571837783641,3.34174181788934,0.0107560203563564,277,166,83,181,141,224,7.195,9.870,6.644,13.367,11.660,14.482
,hypothetical protein,0,-0.568442441830529,0.0246027077998577,5.8289527734344,0.0107803243330936,2174,1160,847,611,523,1009,56.471,68.969,67.805,45.124,43.251,65.234
,hypothetical protein,0,0.551420115085078,0.0248033807076076,3.73884846350428,0.0108726545553483,377,229,97,236,225,257,9.793,13.615,7.765,17.429,18.607,16.616
,hypothetical protein,0,0.660787318721291,0.0248113610711131,1.96237860442724,0.0108805542962199,110,59,27,72,75,72,2.857,3.508,2.161,5.317,6.202,4.655
,HxcT pseudopilin,0,0.74435637304999,0.0248115035762685,1.67206336250611,0.0108850183331758,69,36,40,50,55,74,1.792,2.140,3.202,3.693,4.548,4.784
,hypothetical protein,0,0.729815189671719,0.0248452851120506,0.839149310767263,0.0109042461180084,48,22,15,38,27,37,1.247,1.308,1.201,2.806,2.233,2.392
,hypothetical protein,0,0.62354998618263,0.0248463572490854,2.83028704390204,0.0109164428094799,189,115,54,112,106,185,4.909,6.837,4.323,8.271,8.766,11.961
,hypothetical protein,0,-0.501020861465972,0.0248463572490854,7.54828598431326,0.0109179398449502,7261,3354,2914,2295,2141,2524,188.609,199.414,233.274,169.491,177.055,163.182
hitB,iron (III)-transporter permease HitB,0,0.436830438215519,0.0248463572490854,4.30868153881109,0.0109159027902056,583,296,183,346,315,357,15.144,17.599,14.650,25.553,26.050,23.081
,hypothetical protein,0,0.506420889716619,0.0249141204549924,5.25577419384213,0.0109521359743607,1061,474,422,617,582,832,27.560,28.182,33.782,45.567,48.130,53.791
,glutathione S-transferase,0,0.606362802092845,0.0249866578978048,3.53900695362072,0.0109884557262122,254,148,147,194,208,223,6.598,8.799,11.768,14.327,17.201,14.417
,"2,3-butanediol dehydrogenase",0,0.554651693243829,0.0250609505643225,3.37424852593048,0.0110255734254958,278,180,78,201,165,193,7.221,10.702,6.244,14.844,13.645,12.478
pilS,two-component sensor PilS,0,-0.581555366150186,0.0251565158468555,6.77687042852082,0.0110720801518624,3611,2110,2009,1178,1248,1580,93.798,125.451,160.826,86.998,103.206,102.150
,hypothetical protein,0,0.569548877824026,0.0252031924067042,4.98660333077836,0.0110970948294199,723,500,314,466,475,823,18.780,29.728,25.137,34.415,39.281,53.209
,hypothetical protein,0,0.868509118147198,0.0253250893400266,5.4862990108891,0.0111552593278847,1175,752,265,707,672,1487,30.521,44.711,21.214,52.213,55.573,96.138
,hypothetical protein,0,0.571385944855493,0.0253345231102373,7.41769371625685,0.0111639090661397,4155,2073,2043,2819,2851,3615,107.928,123.252,163.548,208.189,235.770,233.718
,hypothetical protein,0,0.485306845850229,0.0253408827266763,5.18545073511267,0.0111712069497588,1079,568,305,600,645,654,28.028,33.771,24.416,44.311,53.340,42.283
purB,adenylosuccinate lyase,0,-0.483208140689116,0.0254215701680877,7.74667920139781,0.0112112867549878,7887,4280,3106,2530,2202,3439,204.869,254.470,248.645,186.846,182.100,222.339
aprA,alkaline metalloproteinase,0,0.834549334079468,0.025501834342907,6.6528407418092,0.0112512084461256,3144,1567,568,2282,1913,1737,81.667,93.167,45.470,168.531,158.200,112.301
,hypothetical protein,0,-1.50407749619954,0.0255140858049531,-1.23617139183966,0.0112611398763036,23,15,6,4,1,7,0.597,0.892,0.480,0.295,0.083,0.453
,hypothetical protein,0,0.45513286202969,0.0255218539197699,3.50715590245404,0.011269096045114,300,178,110,189,160,245,7.793,10.583,8.806,13.958,13.232,15.840
,hypothetical protein,0,-0.629013984727038,0.0255303237344189,2.45518012430021,0.0112781621986453,203.611,120.975,83.303,46.8424,66.5626,83.9461,5.289,7.193,6.669,3.459,5.505,5.427
,two-component sensor,0,0.496976789836313,0.0255303237344189,6.24419978855567,0.0112818939901433,1960,1111,769,1205,1460,1316,50.912,66.055,61.561,88.992,120.738,85.082
fepD,ferric enterobactin transporter FepD,0,0.739822215716832,0.0255990843723387,2.27200788468006,0.0113232543386879,112,90,32,103,67,112,2.909,5.351,2.562,7.607,5.541,7.241
,glutamyl-Q tRNA(Asp) synthetase,0,-0.481606314654106,0.0255990843723387,4.84302921639448,0.0113259032152941,1095,690,332,325,317,440,28.443,41.024,26.578,24.002,26.215,28.447
,carboxyl-terminal protease,0,-0.499615113666384,0.0255990843723387,7.58692328590618,0.0113203789789715,7591,4517,2271,2233,2004,2966,197.180,268.561,181.800,164.912,165.726,191.758
,NAD-dependent malic enzyme,0,-0.626638571144642,0.0256011980032859,7.41973582662833,0.0113313799925844,7573,4663,1802,1891,1761,2433,196.713,277.242,144.255,139.654,145.630,157.299
,Ribosomal RNA small subunit methyltransferase B,0,-0.647091871379597,0.0256450556960845,6.1127941307086,0.0113553413193945,3022,1773,787,744,941,760,78.498,105.415,63.002,54.946,77.818,49.136
,C4-dicarboxylate transporter DctA,0,0.499460218395055,0.025783520590497,5.71761032310848,0.0114212259915684,1291,697,620,926,779,1077,33.534,41.441,49.633,68.387,64.421,69.630
,hypothetical protein,0,0.431742367565924,0.0258410049222142,6.69746837195466,0.0114512737796152,2770,1490,1113,1841,1573,1921,71.952,88.589,89.099,135.962,130.083,124.197
,hypothetical protein,0,0.50070534565188,0.0258495167182532,6.94355530403787,0.011475967530876,3270,1725,1263,1772,1966,2866,84.940,102.561,101.107,130.866,162.583,185.293
,hypothetical protein,0,0.678181686299143,0.0258495167182532,3.25686785540204,0.011461022109718,215,113,117,208,160,162,5.585,6.718,9.366,15.361,13.232,10.474
,oxidoreductase,0,0.530069180374491,0.0258495167182532,3.92080532673854,0.0114825598478811,436,253,114,276,252,279,11.325,15.042,9.126,20.383,20.840,18.038
,hypothetical protein,0,0.494459222014767,0.0258495167182532,4.33649502463997,0.0114780002406004,631,280,178,384,303,377,16.391,16.648,14.249,28.359,25.057,24.374
,multidrug efflux system protein MdtI,0,-0.740039613774669,0.0258495167182532,4.08856664670329,0.0114753188084299,629.271,289.512,378.533,188.258,173.802,217.587,16.346,17.213,30.303,13.903,14.373,14.067
betA,choline dehydrogenase,0,-0.559078232076368,0.0258495167182532,9.43103833644834,0.0114745330521237,28823,15177,8812,9105,7426,8500,748.693,902.359,705.427,672.424,614.111,549.544
,iron ABC transporter substrate-binding protein,0,0.52272206685195,0.025868985287758,4.90392471969305,0.011495797081042,669,437,344,463,465,677,17.378,25.982,27.538,34.194,38.454,43.770
,hypothetical protein,0,0.494395819282869,0.0258715126528979,6.86710793050955,0.0115015097938908,3105,1681,1177,2270,1938,1915,80.654,99.945,94.222,167.644,160.268,123.809
rmlA,glucose-1-phosphate thymidylyltransferase,0,-0.468109130692267,0.0259015114771417,7.51649586940833,0.0115194410631886,7035,4003,2299,2301,1842,2810,182.738,238.001,184.042,169.934,152.329,181.673
wbpI,"UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimeras",0,-0.881333039806334,0.0259995733677875,1.34710748628993,0.0115676654260087,109,45,54,31,26,24,2.831,2.676,4.323,2.289,2.150,1.552
cc4,cytochrome C4,0,-0.777994160857061,0.0260139694100842,9.35688340718311,0.0115786853379282,23401,13316,12637,5694,6449,11255,607.854,791.712,1011.630,420.514,533.316,727.660
,hypothetical protein,0,-0.749505949531207,0.0260508722952394,4.29221691674245,0.0115997320314087,667,410,390,193,161,346,17.326,24.377,31.221,14.253,13.314,22.370
trpI,HTH-type transcriptional regulator TrpI,0,0.404941893202297,0.0261402599106739,4.45377077488303,0.0116488083902099,623,340,209,355,349,410,16.183,20.215,16.731,26.218,28.861,26.507
azoR2,FMN-dependent NADH-azoreductase,0,0.615546838025572,0.0261402599106739,3.19820144530651,0.011645730228761,267,143,66,150,136,233,6.935,8.502,5.283,11.078,11.247,15.064
,hypothetical protein,0,-0.453950757888476,0.0261890021451215,4.9176327264924,0.0116751751624429,1050,628,432,323,385,438,27.274,37.338,34.583,23.854,31.839,28.318
,ethanolamine ammonia-lyase small subunit,0,0.398238067849984,0.0266053795777371,5.45167914919335,0.0118702376508797,1234,698,414,733,655,837,32.054,41.500,33.142,54.134,54.167,54.114
pilR,two-component response regulator PilR,0,-0.417983428379648,0.0266053795777371,6.6216319705493,0.0118657064921698,3444,2025,1360,1257,1188,1316,89.460,120.398,108.872,92.832,98.245,85.082
cyoA,cytochrome o ubiquinol oxidase subunit II,0,0.570087590535413,0.0267255408055327,3.93001590268845,0.011928589793635,372,196,175,234,226,376,9.663,11.653,14.009,17.281,18.690,24.309
,hypothetical protein,0,0.79208502072576,0.0267538636693826,2.13873306856926,0.011945977444711,104,58,40,60,71,139,2.701,3.448,3.202,4.431,5.872,8.987
,5-aminovalerate aminotransferase DavT,0,-0.860406313359034,0.0267576361968389,9.47142094863276,0.0119524087180486,40413,20988,7069,8202,7406,7195,1049.750,1247.855,565.895,605.735,612.457,465.172
oprP,phosphate-specific outer membrane porin OprP,0,0.56055013501687,0.0267821517485701,2.75478292015759,0.0119681107423537,153.188,94,79,125,96,138,3.979,5.589,6.324,9.232,7.939,8.922
,hypothetical protein,0,0.45216519173027,0.0269009567110272,6.91735740658419,0.0120259731970532,3266,2003,1091,2007,2077,2144,84.836,119.090,87.338,148.221,171.763,138.614
,hypothetical protein,0,0.993520279837222,0.0269418902722587,1.39232788788557,0.0120490518673699,70,45,11,61,58,50,1.818,2.676,0.881,4.505,4.796,3.233
,hypothetical protein,0,-0.470556387104886,0.0269434711226583,3.76979737962305,0.0120545386147497,498,291,184,183,130,205,12.936,17.302,14.730,13.515,10.751,13.254
,hypothetical protein,0,-1.04921499685273,0.0269575870277945,0.203263208039896,0.0120656363439996,68,21,18,11,14,10,1.766,1.249,1.441,0.812,1.158,0.647
,hypothetical protein,0,0.647295074144081,0.026991879909149,2.83401722826249,0.0120857734416697,167,83,88,149,111,130,4.338,4.935,7.045,11.004,9.179,8.405
,ABC transporter ATP-binding protein,0,0.756059243566735,0.0271629013050418,1.47204603985232,0.0121671679608356,82,28,25,52,56,52,2.130,1.665,2.001,3.840,4.631,3.362
,3-oxoacyl-ACP synthase,0,-0.454174714446701,0.0271897317756248,8.28334023152605,0.0121840096620948,11757,6456,4140,3853,3718,4159,305.395,383.846,331.419,284.552,307.469,268.888
chpC,chemotaxis protein,0,-0.540952941639518,0.027261610192972,5.80976589095712,0.0122210553410751,2189,1277,715,718,730,607,56.860,75.925,57.238,53.026,60.369,39.244
,transcriptional regulator,0,0.455911715938322,0.0272713957853637,4.01422546194338,0.0122302800328897,421,260,154,262,226,361,10.936,15.458,12.328,19.349,18.690,23.339
,hypothetical protein,0,-0.544336284597246,0.0273381803578554,3.36296238624314,0.0122650803840724,382,246,129,139,123,115,9.923,14.626,10.327,10.265,10.172,7.435
nrdB,ribonucleotide-diphosphate reductase subunit beta,0,-0.589757925607049,0.0273431892759333,8.78037077710173,0.0122721782629256,19054,10645,5087,4852,4299,6875,494.938,632.906,407.230,358.331,355.516,444.484
,hypothetical protein,0,0.577910284201437,0.027380984521325,3.66384217052174,0.012295416379965,321,223,98,236,236,214,8.338,13.259,7.845,17.429,19.517,13.836
,FkbP-type peptidyl-prolyl cis-trans isomerase,0,-0.742842203629927,0.027380984521325,8.17289876044864,0.0122988562724845,10970,5788,5152,2560,2654,5321,284.952,344.129,412.433,189.062,219.479,344.014
,uroporphyrin-III C-methyltransferase,0,-0.568304299621849,0.0274223494626666,5.30711085531982,0.0123311570518333,1884,857,448,504,465,463,48.938,50.954,35.864,37.221,38.454,29.934
pvdE,pyoverdine biosynthesis protein PvdE,0,-1.73502505583746,0.0274223494626666,-0.848195227346102,0.0123278828169604,38,13,12,1,9,6,0.987,0.773,0.961,0.074,0.744,0.388
,epoxide hydrolase,0,0.495731288530539,0.0274223494626666,4.2125724929304,0.0123326713321536,492,286,173,358,316,299,12.780,17.004,13.849,26.439,26.132,19.331
ppa,inorganic pyrophosphatase,0,-0.624322902561675,0.0274223494626666,7.45479128191593,0.0123417599054081,6326,4112,2534,1781,1579,3218,164.321,244.482,202.854,131.531,130.579,208.051
,acyl-CoA dehydrogenase,0,0.513457107529792,0.0274223494626666,2.83787739147521,0.0123385541193554,176,96,83,116,113,145,4.572,5.708,6.644,8.567,9.345,9.375
,hypothetical protein,0,0.722899610830559,0.0274624518578699,2.58621179810085,0.0123646802936445,143,113,39,125,83,142,3.715,6.718,3.122,9.232,6.864,9.181
,RNA polymerase sigma factor,0,0.433775014062368,0.0275171235390834,6.91238390023794,0.0123941771626278,3364,1806,1185,2108,1987,2072,87.382,107.377,94.863,155.680,164.320,133.959
apaH,bis(5'-nucleosyl)-tetraphosphatase,0,-0.531579078872674,0.0275212064089636,6.76168644913737,0.0124029988573023,4681,2581,1202,1330,1281,1349,121.592,153.455,96.224,98.223,105.935,87.216
,cell division protein MraZ,0,0.729991523468899,0.0275212064089636,8.20100074221752,0.0124057806431039,5749,3395,3806,5707,5330,5883,149.333,201.852,304.682,421.474,440.777,380.349
kdpC,potassium-transporting ATPase subunit C,0,0.96536672219724,0.0275691561613658,1.98445972301763,0.0124322857836069,92,59,26,61,57,152,2.390,3.508,2.081,4.505,4.714,9.827
era,GTPase Era,0,-0.41751563656257,0.0275942543828157,7.29003881959003,0.0124484990057655,5605,3089,2197,1950,1838,2205,145.593,183.659,175.876,144.012,151.998,142.558
,acyl-CoA dehydrogenase,0,0.787492798444001,0.0276427408559251,7.77448040827136,0.0124752763415777,7107,3508,1247,4094,4029,4397,184.608,208.570,99.826,302.351,333.188,284.276
glyA2,serine hydroxymethyltransferase,0,0.496093637924123,0.0277025692629691,7.33228751877716,0.0125071915512252,4457.47,2540.78,1425.03,2756.47,2173.87,3705.67,115.785,151.064,114.078,203.571,179.774,239.580
cbiD,cobalt-precorrin-5B C(1)-methyltransferase,0,-0.465657125045806,0.0278885825263607,5.10098589679508,0.0125996092383564,1359,805,386,419,380,495,35.301,47.862,30.900,30.944,31.425,32.003
narI,respiratory nitrate reductase subunit gamma,0,-1.03995029214098,0.0278885825263607,4.63231841323429,0.0126010678897713,1781,706,229,308,241,221,46.262,41.976,18.332,22.746,19.930,14.288
,transcriptional regulator,0,0.473714796508367,0.0279954014297801,5.61655069355154,0.0126542988900266,1278,709,513,864,876,809,33.197,42.154,41.067,63.808,72.443,52.304
,hypothetical protein,0,-0.440376465145579,0.0280088320309765,3.96670919528709,0.0126703071986855,530,316,233,201,166,227,13.767,18.788,18.652,14.844,13.728,14.676
,hypothetical protein,0,0.620015071839823,0.0280088320309765,1.72469433140722,0.0126656596902741,72,48,36,51,56,71,1.870,2.854,2.882,3.766,4.631,4.590
fimW,cyclic-di-GMP receptor FimW,0,-0.447584800178643,0.0280120480371376,7.81274756121022,0.0126767313363027,8680,4778,2841,2887,2643,2941,225.468,284.079,227.431,213.211,218.569,190.142
kdpF,potassium-transporting ATPase subunit F,0,1.14224481162167,0.028017446542468,-0.173993779963534,0.0126874770324932,14,15,6,15,13,32,0.364,0.892,0.480,1.108,1.075,2.069
minC,septum formation inhibitor,0,0.416874002656717,0.028017446542468,6.67868788241609,0.0126891149588293,2619,1568,1091,1665,1679,1887,68.030,93.226,87.338,122.964,138.849,121.999
pgl,6-phosphogluconolactonase,0,-0.793585416170218,0.0281193473027895,4.90431869262898,0.0127402542152429,1530,913,282,305,342,357,39.743,54.283,22.575,22.525,28.283,23.081
,hypothetical protein,0,-0.637088074444724,0.0281731465817791,5.48353615659219,0.0127696273756334,2146,1159,452,547,447,595,55.744,68.909,36.184,40.397,36.966,38.468
,hypothetical protein,0,-0.422311437244963,0.028353494138473,6.28442551434124,0.0128564007482592,2887,1724,953,906,885,1205,74.991,102.502,76.290,66.910,73.187,77.906
,hypothetical protein,0,-0.433412972872961,0.0283790985760295,5.41892317895037,0.0128730450698789,1645,946,509,483,509,642,42.730,56.245,40.747,35.671,42.093,41.507
obg,GTPase ObgE,0,-0.588198696920355,0.0283962517264442,7.68114305354332,0.0128858633876609,9000,5287,2214,2177,2190,3045,233.780,314.342,177.237,160.776,181.107,196.866
,hypothetical protein,0,-0.41842420415607,0.0284155767175087,6.31463097616934,0.0129047146348807,2788,1824,987,959,908,1189,72.420,108.447,79.012,70.824,75.089,76.871
,transcriptional regulator,0,-0.953854374577636,0.0284155767175087,3.56501781750773,0.0129018029961718,445,210,318,113,90,183,11.559,12.486,25.457,8.345,7.443,11.831
phhA,phenylalanine 4-monooxygenase,0,0.589917857206983,0.0288171806509168,10.1980398358366,0.0130922121069714,30103,16645,11335,22050,21421,20058,781.942,989.640,907.401,1628.440,1771.462,1296.794
atsA,arylsulfatase,0,0.441988945919261,0.0288320326530957,4.40561354266133,0.0131040744469099,599,336,191,380,347,363,15.559,19.977,15.290,28.064,28.696,23.469
lasI,acyl-homoserine-lactone synthase,0,1.24542711250849,0.0288724910526776,9.72906339648844,0.0131275846315439,12907,6147,12682,21793,17311,20158,335.267,365.474,1015.232,1609.460,1431.576,1303.259
,hypothetical protein,0,-0.933588067119484,0.0289347958323643,2.06464144538104,0.013161046037641,176,119,60,28,34,87,4.572,7.075,4.803,2.068,2.812,5.625
pilP,type 4 fimbrial biogenesis protein PilP,0,-0.639998359372036,0.0289502953563552,8.01235841208298,0.0131732317880169,9415,4909,4600,3053,3365,2777,244.560,291.868,368.244,225.471,278.277,179.539
,major facilitator superfamily transporter,0,-0.465234565823347,0.0289905796808558,4.11177566326488,0.013196705244115,626,349,246,215,224,209,16.261,20.750,19.693,15.878,18.524,13.512
,8-oxoguanine deaminase,0,-0.411881759935684,0.0290218715414845,5.2621664127163,0.0132160979682439,1339,799,522,487,401,597,34.781,47.505,41.788,35.966,33.162,38.597
,transporter,0,0.493479950033877,0.0292099229492242,3.76332978902044,0.0133069154042235,324,195,154,227,241,238,8.416,11.594,12.328,16.764,19.930,15.387
,hypothetical protein,0,-0.427295066211091,0.029240683415734,4.9978384968719,0.013326115965056,1156,686,413,372,340,523,30.028,40.787,33.062,27.473,28.117,33.813
,hypothetical protein,0,0.793861834263597,0.0292555289411987,5.34624100293585,0.0133380715591415,1225,698,221,814,792,758,31.820,41.500,17.692,60.116,65.496,49.006
,bacteriophage integrase,0,-0.968306817442355,0.0293795757021737,-0.870802260354627,0.0134102622461758,28,11,8,5,5,6,0.727,0.654,0.640,0.369,0.413,0.388
,acyl-CoA dehydrogenase,0,0.548859823253758,0.0293795757021737,2.64075942588952,0.0134035535919128,174,76,66,95,106,133,4.520,4.519,5.283,7.016,8.766,8.599
rcpA,type II/III secretion system protein,0,0.508560856604431,0.0293795757021737,4.2672487896881,0.0134085634520791,591,286,158,345,340,330,15.352,17.004,12.648,25.479,28.117,21.335
,1-aminocyclopropane-1-carboxylate deaminase,0,0.396684942302578,0.0294271268243823,4.83173098392854,0.0134371872354018,740,471,282,458,454,531,19.222,28.004,22.575,33.824,37.545,34.330
,ABC transporter permease,0,0.622421988733016,0.0294365494295108,1.70338215963415,0.0134467118646426,91,51,23,57,59,64,2.364,3.032,1.841,4.210,4.879,4.138
hemL,glutamate-1-semialdehyde aminotransferase,0,-0.603342919127329,0.0294460249256302,7.35770418640525,0.0134562640071711,7413,4111,1788,1802,1559,2602,192.557,244.422,143.135,133.082,128.925,168.225
sucC,succinyl-CoA ligase subunit beta,0,-0.742730338340806,0.0294599050023567,10.4056893126154,0.0134702412452868,72370,35177,14271,14263,13424,18346,1879.851,2091.472,1142.436,1053.353,1110.131,1186.109
xseA,exodeoxyribonuclease VII large subunit,0,-0.579179633740662,0.0294599050023567,5.8170490174461,0.0134765329527784,2139,1497,659,546,611,931,55.562,89.005,52.755,40.323,50.528,60.191
,hypothetical protein,0,-0.444446939939994,0.0294599050023567,4.51544620133174,0.0134782854357066,791.196,458,338,287,231,358,20.552,27.231,27.058,21.196,19.103,23.145
soxG,sarcosine oxidase subunit gamma,0,0.508801586169746,0.0294825167955238,3.38100249687952,0.0134938608005058,294,170,83,184,184,183,7.637,10.107,6.644,13.589,15.216,11.831
catR,transcriptional regulator CatR,0,-0.435097538822517,0.0295027193331862,3.55506089294101,0.0135135748302797,433,246,153,159,134,153,11.247,14.626,12.248,11.742,11.081,9.892
,hypothetical protein,0,0.758693377682853,0.0295027193331862,10.0357869600099,0.0135100240406911,26572,13999,9244,25602,20400,15258,690.223,832.320,740.010,1890.763,1687.028,986.463
,hypothetical protein,0,-0.745826503011667,0.0295037368688571,5.90228125285738,0.0135192748504981,2273,1210,1084,531,511,1155,59.042,71.941,86.777,39.215,42.258,74.673
aguA,agmatine deiminase,0,-0.499520662110347,0.0295226246893001,6.35719510670201,0.0135331669677402,3325,2002,903,929,928,1197,86.369,119.030,72.288,68.609,76.743,77.389
,hypothetical protein,0,0.493578412345454,0.0297585447984738,8.17830231624579,0.0136509129405305,6769.61,4249.65,3211.12,4732.75,5011.43,5520.57,175.844,252.666,257.060,349.524,414.433,356.917
,TonB-dependent receptor,0,0.565478812421192,0.0297585447984738,3.85896687561545,0.0136518710038767,446,219,109,227,221,353,11.585,13.021,8.726,16.764,18.276,22.822
,hypothetical protein,0,-0.424467733495411,0.0298773185406697,6.22543532031866,0.0137116592273749,2461,1518,1118,900,894,1067,63.926,90.254,89.499,66.467,73.932,68.984
,tRNA-Glu,0,-0.616138167761473,0.0298887664340016,4.68684085441806,0.0137222152796161,803.475,621.358,417.778,232.768,344.092,355.25,20.871,36.943,33.444,17.190,28.456,22.968
,ABC transporter,0,-0.439215796248198,0.0299052858055071,5.8026744204041,0.0137351046568135,1885,1113,841,679,589,875,48.964,66.174,67.325,50.146,48.709,56.571
,hypothetical protein,0,-1.32317513710869,0.0299208912146734,-1.78271832413583,0.0137475799620373,21,7,3,2,2,3,0.545,0.416,0.240,0.148,0.165,0.194
,transcriptional regulator,0,-0.524215617894455,0.0299304645249351,3.88449796438188,0.0137625978443555,598,335,178,156,149,253,15.533,19.918,14.249,11.521,12.322,16.357
,hypothetical protein,0,0.548418781212225,0.0299304645249351,5.20850252247505,0.0137624353368924,1103,616,270,680,529,789,28.651,36.625,21.614,50.219,43.747,51.011
,methylthioribulose-1-phosphate dehydratase,0,-0.6271083481027,0.0300513936759612,5.19294699749353,0.0138235344690025,1287,757,621,349,346,668,33.431,45.008,49.713,25.774,28.613,43.188
,hypothetical protein,0,0.974353339197202,0.0302134977823901,7.73447378190858,0.0139034616369558,6342,3301,1105,3498,3136,7523,164.737,196.263,88.459,258.335,259.339,486.378
,esterase,0,0.613284875704831,0.0302318409266956,5.25324075166298,0.0139172657805171,838,457,494,701,568,833,21.768,27.171,39.546,51.770,46.972,53.855
,magnesium chelatase,0,-0.488646936230556,0.0303044952447473,5.61922190056446,0.0139560882837261,1709,1239,600,519,578,755,44.392,73.666,48.032,38.329,47.799,48.812
pilA,type 4 fimbrial protein PilA,0,-1.0635457572271,0.0303778607027046,4.45803634667547,0.0139952641910456,800,359,723,231,187,255,20.780,21.345,57.878,17.060,15.464,16.486
,hypothetical protein,0,0.78589141645038,0.0304720181755939,0.976224321140751,0.0140440488238767,49,24,17,48,35,32,1.273,1.427,1.361,3.545,2.894,2.069
ccoO2,cbb3-type cytochrome C oxidase subunit II,0,-0.80787252664982,0.0306519865604999,9.91861867788704,0.0141326584034481,54133.5,25370.8,10403.4,12341,10164.9,9391,1406.148,1508.438,832.823,911.409,840.611,607.149
,hypothetical protein,0,-0.540868911765335,0.0306519865604999,6.28487016906912,0.0141378685572645,3179,1742,972,819,753,1383,82.576,103.572,77.811,60.485,62.271,89.414
phnC,phosphonate ABC transporter ATP-binding protein,0,0.509491154603695,0.0306784350781861,2.52235864796784,0.0141555099589076,152,74,64,97,88,116,3.948,4.400,5.123,7.164,7.277,7.500
stk1,serine-threonine kinase Stk1,0,0.603121614441489,0.0306845253406727,4.77061904610446,0.0141637635154214,740,498,188,534,463,491,19.222,29.609,15.050,39.437,38.289,31.744
,acyl-CoA synthetase,0,0.463696617512763,0.0307059831178828,5.37431808451833,0.0141791154968687,1158,631,388,640,584,980,30.080,37.517,31.061,47.265,48.295,63.359
,hypothetical protein,0,-0.491832211983623,0.0307817985089791,5.30251050459735,0.0142195854740787,1492,817,542,438,384,693,38.756,48.575,43.389,32.347,31.756,44.804
,hypothetical protein,0,-0.456009924544347,0.0308514470601587,6.30947847414339,0.0142572324980865,3105,1783,937,904,850,1276,80.654,106.009,75.010,66.762,70.293,82.496
,hypothetical protein,0,-0.579732068433509,0.0308996960470891,8.56872071666306,0.0142850111581895,13806,6933,6628,4962,4227,4611,358.619,412.206,530.591,366.454,349.562,298.111
,MFS metabolite transporter,0,-0.623543465215074,0.0310258347631843,4.76421027312553,0.0143488293822284,939,536,492,247,293,457,24.391,31.868,39.386,18.241,24.230,29.546
,hypothetical protein,0,-0.782749185442837,0.0311219810410187,5.21390360601127,0.0143988161353516,1241,736,812,368,302,646,32.236,43.759,65.003,27.178,24.975,41.765
aroC,chorismate synthase,0,-0.597940245210101,0.0312114811323392,6.73931567824338,0.0144457609143645,4322,2333,1455,973,1088,1958,112.266,138.710,116.477,71.858,89.975,126.589
,glucose-6-phosphate 1-dehydrogenase,0,0.429896490104646,0.0313459189215269,6.75702744111785,0.0145135441520641,3036,1758,981,1945,1710,1880,78.862,104.523,78.532,143.642,141.413,121.546
phhC,aromatic amino acid aminotransferase,0,0.631656196201698,0.0313549566585613,9.5614541402126,0.0145250297199892,22041,12305,5497,13522,13788,13710,572.527,731.602,440.051,998.629,1140.233,886.381
serS,serine--tRNA ligase,0,-0.447874085955718,0.0313549566585613,7.99398533404291,0.0145288534312865,10286,5459,3076,3217,2813,3595,267.185,324.568,246.243,237.582,232.628,232.425
,hypothetical protein,0,-1.08718561457359,0.031405561100185,0.834989001963977,0.0145578731869405,69,39,45,10,16,30,1.792,2.319,3.602,0.739,1.323,1.940
codA,cytosine deaminase,0,-0.496136340268723,0.0314573944297157,5.22697292633967,0.0145874807591408,1546,901,407,430,447,516,40.158,53.570,32.582,31.756,36.966,33.361
fdnI,nitrate-inducible formate dehydrogenase subunit gamma,0,0.523472244723684,0.0315762351083459,6.25018033661851,0.0146489353920432,1969,1057,793,1417,1427,1191,51.146,62.845,63.482,104.649,118.009,77.001
