id	type	name	version	description
b3229	CDS	sspA		stringent starvation protein A
b3230	CDS	rpsI		30S ribosomal subunit protein S9
b3231	CDS	rplM		50S ribosomal subunit protein L13
b3232	CDS	zapE		cell division protein ZapE
b3233	CDS	yhcB		DUF1043 domain-containing inner membrane protein YhcB
b3234	CDS	degQ		periplasmic serine endoprotease
b3235	CDS	degS		serine endoprotease
b3236	CDS	mdh	1.1.1.37	malate dehydrogenase
b3237	CDS	argR		DNA-binding transcriptional dual regulator ArgR
b3238	CDS	yhcN		DUF1471 domain-containing stress-induced protein YhcN
b3239	CDS	yhcO		putative barnase inhibitor
b3240	CDS	aaeB		aromatic carboxylic acid efflux pump subunit AaeB
b3241	CDS	aaeA		aromatic carboxylic acid efflux pump membrane fusion protein
b3242	CDS	aaeX		DUF1656 domain-containing protein AaeX
b3243	CDS	aaeR		LysR-type transcriptional regulator AaeR
b3244	CDS	tldD		metalloprotease subunit TldD
b4472	CDS	yhdP		outer membrane permeability factor YhdP
b3247	CDS	rng		RNase G
b3248	CDS	yhdE		nucleoside triphosphate pyrophosphatase YhdE
b3249	CDS	mreD		cell shape determining protein MreD
b3250	CDS	mreC		cell shape determining protein MreC
b3251	CDS	mreB		dynamic cytoskeletal protein MreB
b3252	CDS	csrD		regulator of CsrB and CsrC decay
b3253	CDS	yhdH	1.3.1.84	acrylyl-CoA reductase
b3255	CDS	accB		biotin carboxyl carrier protein
b3256	CDS	accC	6.3.4.14	biotin carboxylase
b3257	CDS	yhdT		DUF997 domain-containing protein YhdT
b3258	CDS	panF		pantothenate:Na(+) symporter
b3259	CDS	prmA		ribosomal protein L11 methyltransferase
b3260	CDS	dusB		tRNA-dihydrouridine synthase B
b3261	CDS	fis		DNA-binding transcriptional dual regulator Fis
b3262	CDS	yhdJ	2.1.1.72	DNA adenine methyltransferase
b3263	CDS	yhdU		DUF2556 domain-containing protein YhdU
b3264	CDS	envR		DNA-binding transcriptional repressor EnvR
b3265	CDS	acrE		multidrug efflux pump membrane fusion lipoprotein AcrE
b3266	CDS	acrF		multidrug efflux pump RND permease AcrF
b3267	CDS	yhdV		lipoprotein YhdV
b3269	CDS	yhdX		putative ABC transporter membrane subunit YhdX
b3270	CDS	yhdY		putative ABC transporter membrane subunit YhdY
b3271	CDS	yhdZ		putative ABC transporter ATP-binding subunit YhdZ
b3272	rRNA	rrfF		5S ribosomal RNA
b3273	tRNA	thrV		tRNA-Thr
b3274	rRNA	rrfD		5S ribosomal RNA
b3275	rRNA	rrlD		23S ribosomal RNA
b3276	tRNA	alaU		tRNA-Ala
b3277	tRNA	ileU		tRNA-Ile
b3278	rRNA	rrsD		16S ribosomal RNA
b3279	CDS	yrdA		hexapeptide repeat-containing protein YrdA
b3280	CDS	yrdB		DUF1488 domain-containing protein YrdB
b3281	CDS	aroE	1.1.1.25	shikimate dehydrogenase
b3282	CDS	tsaC	2.7.7.87	threonylcarbamoyl-AMP synthase
b3283	CDS	yrdD		putative DNA topoisomerase
b3284	CDS	smg		DUF494 domain-containing protein Smg
b4473	CDS	smf		protein Smf
b3287	CDS	def	3.5.1.88	peptide deformylase
b3288	CDS	fmt	2.1.2.9	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase
b3289	CDS	rsmB	2.1.1.176	16S rRNA m(5)C967 methyltransferase
b3290	CDS	trkA		NAD-binding component of Trk potassium transporters
b3291	CDS	mscL		large conductance mechanosensitive channel
b4550	CDS	arfA		alternative ribosome-rescue factor A
b3292	CDS	zntR		DNA-binding transcriptional activator ZntR
b3293	CDS	yhdN		DUF1992 domain-containing protein YhdN
b3294	CDS	rplQ		50S ribosomal subunit protein L17
b3295	CDS	rpoA	2.7.7.6	RNA polymerase subunit alpha
b3296	CDS	rpsD		30S ribosomal subunit protein S4
b3297	CDS	rpsK		30S ribosomal subunit protein S11
b3298	CDS	rpsM		30S ribosomal subunit protein S13
b3299	CDS	rpmJ		50S ribosomal subunit protein L36
b3300	CDS	secY		Sec translocon subunit SecY
b3301	CDS	rplO		50S ribosomal subunit protein L15
b3302	CDS	rpmD		50S ribosomal subunit protein L30
b3303	CDS	rpsE		30S ribosomal subunit protein S5
b3304	CDS	rplR		50S ribosomal subunit protein L18
b3305	CDS	rplF		50S ribosomal subunit protein L6
b3306	CDS	rpsH		30S ribosomal subunit protein S8
b3307	CDS	rpsN		30S ribosomal subunit protein S14
b3308	CDS	rplE		50S ribosomal subunit protein L5
b3309	CDS	rplX		50S ribosomal subunit protein L24
b3310	CDS	rplN		50S ribosomal subunit protein L14
b3311	CDS	rpsQ		30S ribosomal subunit protein S17
b3312	CDS	rpmC		50S ribosomal subunit protein L29
b3313	CDS	rplP		50S ribosomal subunit protein L16
b3314	CDS	rpsC		30S ribosomal subunit protein S3
b3315	CDS	rplV		50S ribosomal subunit protein L22
b3316	CDS	rpsS		30S ribosomal subunit protein S19
b3317	CDS	rplB		50S ribosomal subunit protein L2
b3318	CDS	rplW		50S ribosomal subunit protein L23
b3319	CDS	rplD		50S ribosomal subunit protein L4
b3320	CDS	rplC		50S ribosomal subunit protein L3
b3321	CDS	rpsJ		30S ribosomal subunit protein S10
b3322	CDS	gspB		putative general secretion pathway protein B
b3323	CDS	gspA		Type II secretion system protein GspA
b3324	CDS	gspC		Type II secretion system protein GspC
b3325	CDS	gspD		Type II secretion system protein GspD
b3326	CDS	gspE		Type II secretion system protein GspE
b3327	CDS	gspF		Type II secretion system protein GspF
b3328	CDS	gspG		Type II secretion system protein GspG
b3329	CDS	gspH		Type II secretion system protein GspH
b3330	CDS	gspI		Type II secretion system protein GspI
b3331	CDS	gspJ		Type II secretion system protein GspJ
b3332	CDS	gspK		Type II secretion system protein GspK
b3333	CDS	gspL		Type II secretion system protein GspL
b3334	CDS	gspM		Type II secretion system protein GspM
b3335	CDS	gspO	3.4.23.43	Type II secretion system prepilin peptidase
b3336	CDS	bfr	1.16.3.1	bacterioferritin
b3337	CDS	bfd		bacterioferritin-associated ferredoxin
b3338	CDS	chiA	3.2.1.14	endochitinase
b3339	CDS	tufA		translation elongation factor Tu 1
b3340	CDS	fusA		elongation factor G
b3341	CDS	rpsG		30S ribosomal subunit protein S7
b3342	CDS	rpsL		30S ribosomal subunit protein S12
b3343	CDS	tusB		sulfurtransferase complex subunit TusB
b3344	CDS	tusC		sulfurtransferase complex subunit TusC
b3345	CDS	tusD		sulfurtransferase complex subunit TusD
b3346	CDS	yheO		DNA-binding transcriptional regulator YheO
b3347	CDS	fkpA	5.2.1.8	peptidyl-prolyl cis-trans isomerase FkpA
b3348	CDS	slyX		protein SlyX
b3349	CDS	slyD	5.2.1.8	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
b4551	CDS	yheV		DUF2387 domain-containing protein YheV
b3350	CDS	kefB		K(+) : H(+) antiporter KefB
b3351	CDS	kefG		glutathione-regulated potassium-efflux system ancillary protein KefG
b3352	CDS	yheS		putative ATP-binding protein YheS
b3353	CDS	yheT		putative hydrolase YheT
b3354	CDS	yheU		UPF0270 family protein YheU
b3355	CDS	prkB		putative phosphoribulokinase
b3356	CDS	yhfA		OsmC family protein YhfA
b3357	CDS	crp		DNA-binding transcriptional dual regulator CRP
b3358	CDS	yhfK		putative transporter YhfK
b3359	CDS	argD	2.6.1.11	N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
b3360	CDS	pabA	2.6.1.85	aminodeoxychorismate synthase subunit 2
b3361	CDS	fic		putative adenosine monophosphate--protein transferase Fic
b3362	CDS	yhfG		DUF2559 domain-containing protein YhfG
b3363	CDS	ppiA	5.2.1.8	peptidyl-prolyl cis-trans isomerase A
b3364	CDS	tsgA		putative transporter TsgA
b3365	CDS	nirB	1.7.1.15	nitrite reductase catalytic subunit NirB
b3366	CDS	nirD	1.7.1.15	nitrite reductase subunit NirD
b3367	CDS	nirC		nitrite transporter NirC
b3368	CDS	cysG	1.3.1.76	siroheme synthase
b3369	CDS	yhfL		DUF4223 domain-containing lipoprotein YhfL
b3370	CDS	frlA		fructoselysine/psicoselysine transporter
b3371	CDS	frlB		fructoselysine 6-phosphate deglycase
b4474	CDS	frlC	5.1.3.41	fructoselysine 3-epimerase
b3374	CDS	frlD	2.7.1.218	fructoselysine 6-kinase
b3375	CDS	frlR		putative DNA-binding transcriptional regulator FrlR
b3376	CDS	yhfS		putative aminotransferase YhfS
b3377	CDS	yhfT		uncharacterized protein YhfT
b3378	CDS	yhfU		DUF2620 domain-containing protein YhfU
b3379	CDS	php		putative hydrolase
b3380	CDS	yhfW		putative mutase YhfW
b3381	CDS	yhfX		putative PLP-binding protein YhfX
b3382	CDS	yhfY		PRD domain-containing protein YhfY
b3383	CDS	yhfZ		putative DNA-binding transcriptional regulator YhfZ
b3384	CDS	trpS	6.1.1.2	tryptophan--tRNA ligase
b3385	CDS	gph	3.1.3.18	phosphoglycolate phosphatase
b3386	CDS	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
b3387	CDS	dam	2.1.1.72	DNA adenine methyltransferase
b3388	CDS	damX		cell division protein DamX
b3389	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
b3390	CDS	aroK	2.7.1.71	shikimate kinase 1
b3391	CDS	hofQ		DNA utilization protein HofQ
b3392	CDS	hofP		DNA utilization protein HofP
b3393	CDS	hofO		DNA utilization protein HofO
b3394	CDS	hofN		DNA utilization protein HofN
b3395	CDS	hofM		DNA utilization protein HofM
b3396	CDS	mrcA	2.4.1.129	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
b3397	CDS	nudE	3.6.1.21	ADP-sugar diphosphatase NudE
b3398	CDS	igaA		inner membrane protein IgaA
b3399	CDS	yrfG	3.1.3.99	purine nucleotidase
b3400	CDS	hslR		heat shock protein Hsp15
b3401	CDS	hslO		molecular chaperone Hsp33
b3402	CDS	yhgE		putative transport protein YhgE
b3403	CDS	pck	4.1.1.49	phosphoenolpyruvate carboxykinase (ATP)
b3404	CDS	envZ	2.7.13.3	sensor histidine kinase EnvZ
b3405	CDS	ompR		DNA-binding transcriptional dual regulator OmpR
b3406	CDS	greB		transcription elongation factor GreB
b3407	CDS	yhgF		putative RNA-binding protein YhgF
b3408	CDS	feoA		ferrous iron transport protein A
b3409	CDS	feoB		Fe(2(+)) transporter FeoB
b3410	CDS	feoC		ferrous iron transport protein FeoC
b3411	CDS	rpnA		recombination-promoting nuclease RpnA
b3412	CDS	bioH	3.1.1.1	pimeloyl-acyl carrier protein methyl ester esterase
b3413	CDS	yhgH		DNA utilization protein YhgH
b3414	CDS	nfuA		iron-sulfur cluster carrier protein NfuA
b3415	CDS	gntT		high-affinity gluconate transporter
b3416	CDS	malQ	2.4.1.25	4-alpha-glucanotransferase
b3417	CDS	malP		maltodextrin phosphorylase
b3418	CDS	malT		DNA-binding transcriptional activator MalT
b4475	CDS	rtcA	6.5.1.4	RNA 3'-terminal phosphate cyclase
b3421	CDS	rtcB	6.5.1.8	RNA-splicing ligase
b3422	CDS	rtcR		DNA-binding transcriptional activator RtcR
b3424	CDS	glpG	3.4.21.105	rhomboid protease GlpG
b3425	CDS	glpE	2.8.1.1	thiosulfate sulfurtransferase GlpE
b3426	CDS	glpD	1.1.5.3	aerobic glycerol 3-phosphate dehydrogenase
b3427	CDS	yzgL		putative uncharacterized protein YzgL
b3428	CDS	glgP		glycogen phosphorylase
b3429	CDS	glgA	2.4.1.21	glycogen synthase
b3430	CDS	glgC	2.7.7.27	glucose-1-phosphate adenylyltransferase
b3431	CDS	glgX	3.2.1.196	limit dextrin alpha-1,6-glucohydrolase
b3432	CDS	glgB	2.4.1.18	1,4-alpha-glucan branching enzyme
b4788	CDS	yhgO		protein YhgO
b4789	CDS	yhgP		protein YhgP
b3433	CDS	asd	1.2.1.11	aspartate-semialdehyde dehydrogenase
b3434	CDS	yhgN		MarC family putative inner membrane protein YhgN
b4476	CDS	gntU		low-affinity gluconate transporter
b3437	CDS	gntK	2.7.1.12	D-gluconate kinase, thermostable
b3438	CDS	gntR		DNA-binding transcriptional repressor GntR
b3439	CDS	yhhW	1.13.11.24	quercetin 2,3-dioxygenase
b3440	CDS	yhhX		putative oxidoreductase YhhX
b3441	CDS	yhhY		N-acetyltransferase YhhY
b3442	CDS	yhhZ		putative endonuclease YhhZ
b3443	CDS	yrhA		putative uncharacterized protein YrhA
b3444	CDS	insA6		IS1 protein InsA
b3445	CDS	insB6		IS1 protein InsB
b4612	CDS	yrhD		uncharacterized protein YrhD
b3446	CDS	yrhB		putative heat shock chaperone
b3447	CDS	ggt	2.3.2.2	glutathione hydrolase proenzyme
b3448	CDS	yhhA		DUF2756 domain-containing protein YhhA
b3449	CDS	ugpQ	3.1.4.46	glycerophosphodiester phosphodiesterase UgpQ
b3450	CDS	ugpC	7.6.2.10	sn-glycerol 3-phosphate ABC transporter ATP binding subunit
b3451	CDS	ugpE	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
b3452	CDS	ugpA	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA
b3453	CDS	ugpB	7.6.2.10	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein
b3454	CDS	livF	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
b3455	CDS	livG	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
b3456	CDS	livM	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
b3457	CDS	livH	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH
b3458	CDS	livK	7.4.2.2	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein
b3459	CDS	panZ		PanD maturation factor
b3460	CDS	livJ	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
b3461	CDS	rpoH		RNA polymerase, sigma 32 (sigma H) factor
b3462	CDS	ftsX		cell division protein FtsX
b3463	CDS	ftsE		cell division protein FtsE
b3464	CDS	ftsY		signal recognition particle receptor
b3465	CDS	rsmD	2.1.1.171	16S rRNA m(2)G966 methyltransferase
b3466	CDS	yhhL		DUF1145 domain-containing protein YhhL
b3467	CDS	yhhM		DUF2500 domain-containing protein YhhM
b3468	CDS	yhhN		PF07947 family protein YhhN
b3469	CDS	zntA	7.2.2.12	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
b3470	CDS	tusA		sulfur transfer protein TusA
b3471	CDS	yhhQ		queuosine precursor transporter
b3472	CDS	dcrB		periplasmic bacteriophage sensitivity protein DcrB
b3473	CDS	yhhS		putative transporter YhhS
b3474	CDS	yhhT		putative transporter YhhT
b3475	CDS	acpT	2.7.8.7	holo-[acyl carrier protein] synthase 2
b3476	CDS	nikA		Ni(2(+)) ABC transporter periplasmic binding protein
b3477	CDS	nikB		Ni(2(+)) ABC transporter membrane subunit NikB
b3478	CDS	nikC		Ni(2(+)) ABC transporter membrane subunit NikC
b3479	CDS	nikD		Ni(2(+)) ABC transporter ATP binding subunit NikD
b3480	CDS	nikE		Ni(2(+)) ABC transporter ATP binding subunit NikE
b3481	CDS	nikR		DNA-binding transcriptional repressor NikR
b3482	CDS	rhsB		rhs element protein RhsB
b3483	CDS	yhhH		PF15631 family protein YhhH
b3484	CDS	yhhI		putative transposase
b3485	CDS	yhhJ		ABC transporter family protein YhhJ
b3486	CDS	rbbA		ribosome-associated ATPase
b3487	CDS	yhiI		putative membrane fusion protein YhiI
b4790	CDS	yhiY		protein YhiY
b3488	CDS	yhiJ		DUF4049 domain-containing protein YhiJ
b3491	CDS	yhiM		inner membrane protein YhiM
b3492	CDS	yhiN		putative oxidoreductase YhiN
b3493	CDS	pitA		metal phosphate:H(+) symporter PitA
b3494	CDS	uspB		putative universal stress (ethanol tolerance) protein B
b3495	CDS	uspA		universal stress global stress response regulator
b4791	CDS	yriA		protein YriA
b4792	CDS	yriB		protein YriB
b3496	CDS	dtpB		dipeptide/tripeptide:H(+) symporter DtpB
b3497	CDS	rsmJ	2.1.1.242	16S rRNA m(2)G1516 methyltransferase
b3498	CDS	prlC	3.4.24.70	oligopeptidase A
b3499	CDS	rlmJ	2.1.1.266	23S rRNA m(6)A2030 methyltransferase
b3500	CDS	gor	1.8.1.7	glutathione reductase (NADPH)
b4613	CDS	dinQ		membrane toxin DinQ
b3501	CDS	arsR		DNA-binding transcriptional repressor ArsR
b3502	CDS	arsB		arsenite/antimonite:H(+) antiporter
b3503	CDS	arsC	1.20.4.1	arsenate reductase
b3504	CDS	yhiS		putative uncharacterized protein YhiS
b3505	CDS	insH11		IS5 transposase and trans-activator
b3506	CDS	slp		starvation lipoprotein
b3507	CDS	dctR		putative DNA-binding transcriptional regulator DctR
b3508	CDS	yhiD		inner membrane protein YhiD
b3509	CDS	hdeB		periplasmic acid stress chaperone HdeB
b3510	CDS	hdeA		periplasmic acid stress chaperone HdeA
b3511	CDS	hdeD		acid-resistance membrane protein
b3512	CDS	gadE		DNA-binding transcriptional activator GadE
b3513	CDS	mdtE		multidrug efflux pump membrane fusion protein MdtE
b3514	CDS	mdtF		multidrug efflux pump RND permease MdtF
b3515	CDS	gadW		DNA-binding transcriptional dual regulator GadW
b3516	CDS	gadX		DNA-binding transcriptional dual regulator GadX
b3517	CDS	gadA	4.1.1.15	glutamate decarboxylase A
b3518	CDS	ccp		cytochrome c peroxidase
b3519	CDS	treF	3.2.1.28	cytoplasmic trehalase
b3520	CDS	yhjB		putative DNA-binding transcriptional regulator YhjB
b3521	CDS	rcdB		putative DNA-binding transcriptional regulator YhjC
b3522	CDS	yhjD		putative transporter YhjD
b3523	CDS	yhjE		putative transporter YhjE
b3524	CDS	yhjG		AsmA family protein YhjG
b3525	CDS	pdeH	3.1.4.52	c-di-GMP phosphodiesterase PdeH
b3526	CDS	kdgK	2.7.1.45	2-dehydro-3-deoxygluconokinase
b3527	CDS	yhjJ		peptidase M16 family protein YhjJ
b3528	CDS	dctA		C4 dicarboxylate/orotate:H(+) symporter
b3529	CDS	pdeK	3.1.4.52	c-di-GMP phosphodiesterase PdeK
b3530	CDS	bcsC		cellulose synthase outer membrane channel
b3531	CDS	bcsZ	3.2.1.4	endo-1,4-D-glucanase
b3532	CDS	bcsB	2.4.1.12	cellulose synthase periplasmic subunit
b3533	CDS	bcsA	2.4.1.12	cellulose synthase catalytic subunit
b3535	CDS	yhjR		PF10945 family protein YhjR
b3536	CDS	bcsE		c-di-GMP-binding protein BcsE
b3537	CDS	bcsF		putative cellulose biosynthesis protein BcsF
b3538	CDS	bcsG		cellulose phosphoethanolamine transferase
b4453	CDS	ldrD		small toxic polypeptide LdrD
b3539	CDS	yhjV		putative transporter YhjV
b3540	CDS	dppF	7.4.2.9	dipeptide ABC transporter ATP binding subunit DppF
b3541	CDS	dppD	7.4.2.9	dipeptide ABC transporter ATP binding subunit DppD
b3542	CDS	dppC	7.4.2.9	dipeptide ABC transporter membrane subunit DppC
b3543	CDS	dppB	7.4.2.9	dipeptide ABC transporter membrane subunit DppB
b3544	CDS	dppA	7.4.2.9	dipeptide ABC transporter periplasmic binding protein
b3545	tRNA	proK		tRNA-Pro
b3546	CDS	eptB	2.7.8.42	Kdo2-lipid A phosphoethanolamine 7''-transferase
b3547	CDS	yhjX		putative transporter YhjX
b3548	CDS	yhjY		putative outer membrane protein YhjY
b3549	CDS	tag	3.2.2.20	3-methyl-adenine DNA glycosylase I, constitutive
b3550	CDS	yiaC		peptidyl-lysine N-acetyltransferase YiaC
b3551	CDS	bisC	1.8.4.13	biotin sulfoxide reductase
b3552	CDS	yiaD		PF13488 family lipoprotein YiaD
b3553	CDS	ghrB	1.1.1.215	glyoxylate reductase
b3554	CDS	yiaF		DUF3053 domain-containing protein YiaF
b3555	CDS	yiaG		putative DNA-binding transcriptional regulator YiaG
b3556	CDS	cspA		cold shock protein CspA
b4793	CDS	ysaE		protein YsaE
b4455	CDS	hokA		small toxic polypeptide
b3557	CDS	insJ		insertion element IS150 protein InsA
b3558	CDS	insK		IS150 conserved protein InsB
b3559	CDS	glyS	6.1.1.14	glycine--tRNA ligase subunit beta
b3560	CDS	glyQ	6.1.1.14	glycine--tRNA ligase subunit alpha
b4553	CDS	ysaB		putative lipoprotein YsaB
b3561	CDS	wecH		O-acetyltransferase WecH
b3562	CDS	yiaA		PF05360 family inner membrane protein YiaA
b3563	CDS	yiaB		PF05360 family inner membrane protein YiaB
b3564	CDS	xylB	2.7.1.17	xylulokinase
b3565	CDS	xylA	5.3.1.5	xylose isomerase
b3566	CDS	xylF	7.5.2.10	xylose ABC transporter periplasmic binding protein
b3567	CDS	xylG	7.5.2.10	xylose ABC transporter ATP binding subunit
b3568	CDS	xylH	7.5.2.10	xylose ABC transporter membrane subunit
b3569	CDS	xylR		DNA-binding transcriptional dual regulator XylR
b3570	CDS	bax		putative glycoside hydrolase Bax
b4794	CDS	baxL		putative translational regulatory protein BaxL
b3571	CDS	malS		alpha-amylase
b3572	CDS	avtA	2.6.1.66	valine--pyruvate aminotransferase
b3573	CDS	ysaA		putative electron transport protein YsaA
b3574	CDS	plaR		DNA-binding transcriptional repressor PlaR
b3575	CDS	yiaK	1.1.1.130	2,3-diketo-L-gulonate reductase
b3576	CDS	yiaL		DUF386 domain-containing protein YiaL
b3577	CDS	yiaM		2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
b3578	CDS	yiaN		2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
b3579	CDS	yiaO		2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein
b3580	CDS	lyxK	2.7.1.53	L-xylulose kinase
b3581	CDS	sgbH	4.1.1.85	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
b3582	CDS	sgbU	5.1.3.22	putative L-xylulose 5-phosphate 3-epimerase
b3583	CDS	sgbE	5.1.3.4	L-ribulose-5-phosphate 4-epimerase SgbE
b3584	CDS	yiaT		outer membrane protein YiaT
b3585	CDS	yiaU		putative LysR-type DNA-binding transcriptional regulator YiaU
b3586	CDS	yiaV		putative membrane fusion protein YiaV
b3587	CDS	yiaW		DUF3302 domain-containing protein YiaW
b3588	CDS	aldB		aldehyde dehydrogenase B
b3589	CDS	yiaY	1.1.1.103	L-threonine dehydrogenase
b3590	CDS	selB	3.6.5.3	selenocysteyl-tRNA-specific translation elongation factor
b3591	CDS	selA	2.9.1.1	selenocysteine synthase
b3592	CDS	yibF		glutathione transferase-like protein YibF
b3593	CDS	rhsA		rhs element protein RhsA
b3594	CDS	yibA		putative lyase containing HEAT-repeat
b3596	CDS	yibG		tetratricopeptide-like domain-containing protein YibG
b4615	CDS	yibV		PF15596 family protein YibV
b3597	CDS	yibH		inner membrane protein YibH
b3598	CDS	yibI		DUF3302 domain-containing protein YibI
b3599	CDS	mtlA	2.7.1.197	mannitol-specific PTS enzyme IICBA component
b3600	CDS	mtlD	1.1.1.17	mannitol-1-phosphate 5-dehydrogenase
b3601	CDS	mtlR		transcriptional repressor MtlR
b4554	CDS	yibT		protein YibT
b3602	CDS	yibL		DUF2810 domain-containing protein YibL
b3603	CDS	lldP		lactate/glycolate:H(+) symporter LldP
b3604	CDS	lldR		DNA-binding transcriptional dual regulator LldR
b3605	CDS	lldD		L-lactate dehydrogenase
b3606	CDS	trmL	2.1.1.207	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
b3607	CDS	cysE	2.3.1.30	serine acetyltransferase
b3608	CDS	gpsA	1.1.1.94	glycerol-3-phosphate dehydrogenase
b3609	CDS	secB		protein export chaperone SecB
b3610	CDS	grxC		glutaredoxin 3
b3611	CDS	yibN		putative sulfurtransferase YibN
b3612	CDS	gpmM	5.4.2.12	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
b3613	CDS	envC		murein hydrolase activator EnvC
b3614	CDS	yibQ		divergent polysaccharide deacetylase domain-containing protein YibQ
b3615	CDS	waaH	2.4.1.17	UDP-glucuronate:LPS(HepIII) glycosyltransferase
b3616	CDS	tdh	1.1.1.103	threonine dehydrogenase
b3617	CDS	kbl	2.3.1.29	2-amino-3-ketobutyrate CoA ligase
b3618	CDS	htrL		protein HtrL
b3619	CDS	rfaD	5.1.3.20	ADP-L-glycero-D-mannoheptose 6-epimerase
b3620	CDS	waaF		ADP-heptose--LPS heptosyltransferase 2
b3621	CDS	waaC		ADP-heptose:LPS heptosyltransferase 1
b3622	CDS	waaL		O-antigen ligase
b4795	CDS	yibX		protein YibX
b4795	CDS	yibX		protein YibX-S
b4796	CDS	yibY		protein YibY
b3623	CDS	waaU		putative ADP-heptose:LPS heptosyltransferase 4
b3624	CDS	waaZ	2.4.99.15	lipopolysaccharide core biosynthesis protein WaaZ
b3625	CDS	waaY		lipopolysaccharide core heptose (II) kinase
b3626	CDS	waaJ	2.4.1.58	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase
b3627	CDS	waaO	2.4.1.73	UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase
b3628	CDS	waaB	2.4.1.44	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase
b3629	CDS	waaS		lipopolysaccharide core biosynthesis protein WaaS
b3630	CDS	waaP		lipopolysaccharide core heptose (I) kinase
b3631	CDS	waaG		lipopolysaccharide glucosyltransferase I
b3632	CDS	waaQ		lipopolysaccharide core heptosyltransferase 3
b3633	CDS	waaA	2.4.99.12	KDO transferase
b3634	CDS	coaD	2.7.7.3	pantetheine-phosphate adenylyltransferase
b3635	CDS	mutM	3.2.2.23	DNA-formamidopyrimidine glycosylase
b3636	CDS	rpmG		50S ribosomal subunit protein L33
b3637	CDS	rpmB		50S ribosomal subunit protein L28
b3638	CDS	yicR		RadC-like JAB domain-containing protein YicR
b3639	CDS	dfp	4.1.1.36	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
b3640	CDS	dut	3.6.1.23	dUTP diphosphatase
b3641	CDS	slmA		nucleoid occlusion factor SlmA
b3642	CDS	pyrE	2.4.2.10	orotate phosphoribosyltransferase
b3643	CDS	rph	2.7.7.56	truncated RNase PH
b3644	CDS	yicC		UPF0701 family protein YicC
b3645	CDS	dinD		DNA damage-inducible protein D
b3646	CDS	yicG		PF03458 family inner membrane protein YicG
b3647	CDS	ligB	6.5.1.2	DNA ligase B
b3648	CDS	gmk	2.7.4.13	guanylate kinase
b3649	CDS	rpoZ		RNA polymerase subunit omega
b3650	CDS	spoT	3.1.7.2	bifunctional (p)ppGpp synthase/hydrolase SpoT
b3651	CDS	trmH	2.1.1.34	tRNA (Gm18) 2'-O-methyltransferase
b3652	CDS	recG		ATP-dependent DNA helicase RecG
b3653	CDS	gltS		glutamate:sodium symporter
b3654	CDS	xanP		xanthine:H(+) symporter XanP
b3655	CDS	yicH		AsmA family protein YicH
b3656	CDS	yicI	3.2.1.177	alpha-D-xyloside xylohydrolase
b3657	CDS	yicJ		putative xyloside transporter YicJ
b3658	tRNA	selC		tRNA-Sec
b3659	CDS	setC		putative arabinose exporter
b3660	CDS	yicL		putative transporter YicL
b4797	CDS	yicU		protein YicU
b3661	CDS	nlpA		lipoprotein-28
b4555	CDS	yicS		uncharacterized protein YicS
b3662	CDS	nepI		purine ribonucleoside exporter
b3663	CDS	yicN		DUF1198 domain-containing protein YicN
b3664	CDS	adeQ		adenine transporter
b3665	CDS	adeD	1.11.1.6	adenine deaminase
b3666	CDS	uhpT		hexose-6-phosphate:phosphate antiporter
b3667	CDS	uhpC		inner membrane protein sensing glucose-6-phosphate
b3668	CDS	uhpB	2.7.13.3	sensory histidine kinase UhpB
b3669	CDS	uhpA		DNA-binding transcriptional activator UhpA
b3670	CDS	ilvN	2.2.1.6	acetohydroxy acid synthase I subunit IlvN
b3671	CDS	ilvB	2.2.1.6	acetohydroxy acid synthase I subunit IlvB
