CRTL1	CTRL2	CTRL3	T1	T2	T3	COUNT	TYPE	GENE	VERSION	DESCRIPTION
10146	6009	3064	4572	4686	5036	PaeAG1_05902	CDS			hypothetical protein
1926	1199	999	1158	1032	1576	PaeAG1_05903	CDS			hypothetical protein
79379	37717	37566	32131	24795	29973	PaeAG1_05904	CDS			two-component response regulator
2534	1300	1206	669	677	705	PaeAG1_05905	CDS			chemotaxis transducer
2913	1678	1289	1118	1081	1652	PaeAG1_05906	CDS	dipZ	1.8.1.8	thiol:disulfide interchange protein
9640	5160	3971	1261	1298	2501	PaeAG1_05907	CDS	aroQ1	4.2.1.10	3-dehydroquinate dehydratase
21134	10851	6009	2250	2469	3057	PaeAG1_05908	CDS	accB	6.4.1.2	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
61099	30247	12176	6638	6128	10022	PaeAG1_05909	CDS	accC	6.4.1.2	acetyl-CoA carboxylase biotin carboxylase subunit
592	279	142	66	76	119	PaeAG1_05910	CDS			hypothetical protein
1887	1103	491	362	426	580	PaeAG1_05911	CDS	prmA_2	2.1.1.-	50S ribosomal protein L11 methyltransferase
3756	2075	1934	1124	1119	1948	PaeAG1_05912	CDS			hypothetical protein
6641	3838	2337	1719	1702	2758	PaeAG1_05913	CDS			tRNA-dihydrouridine synthase C
1696	884	570	365	324	798	PaeAG1_05914	CDS	fis		Fis family transcriptional regulator
7848	4192	1774	1450	1305	2565	PaeAG1_05915	CDS	purH	2.1.2.3	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3716	1972	590	791	685	1096	PaeAG1_05916	CDS	purD	6.3.4.13	phosphoribosylamine--glycine ligase
6567	3649	3114	3561	3191	4616	PaeAG1_05917	CDS	retS		sensor histidine kinase MifS
831	381	325	340	378	502	PaeAG1_05918	CDS			multiple drug resistance protein MarC
436	272	230	437	376	383	PaeAG1_05919	CDS	amiC_3		aliphatic amidase expression-regulating protein
116	63	37	42	41	49	PaeAG1_05920	CDS			ABC transporter permease
99	44	25	41	47	49	PaeAG1_05921	CDS			ABC transporter permease
125	64	28	72	57	63	PaeAG1_05922	CDS			ABC transporter ATP-binding protein
124	71	50	79	76	108	PaeAG1_05923	CDS			ABC transporter ATP-binding protein
989	616	362	210	212	446	PaeAG1_05924	CDS			hypothetical protein
523	289	127	78	73	132	PaeAG1_05925	CDS	ureD		urease accessory protein
295	172	113	90	81	159	PaeAG1_05926	CDS	ureA	3.5.1.5	urease subunit gamma
530	333	202	126	91	169	PaeAG1_05927	CDS	pitA	2.3.1.-	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
483	257	138	117	84	119	PaeAG1_05928	CDS	ureB	3.5.1.5	urease subunit beta
2668	1584	708	1016	797	990	PaeAG1_05929	CDS	ureC	3.5.1.5	urease subunit alpha
1236	669	611	836	899	788	PaeAG1_05930	CDS			hypothetical protein
994	426	503	1068	997	1108	PaeAG1_05931	CDS	ybiI		putative protein YbiI
461	277	156	206	235	312	PaeAG1_05932	CDS			hypothetical protein
1815	1073	624	679	662	1101	PaeAG1_05933	CDS	prpB_2	4.1.3.30	2-methylisocitrate lyase
2387	1516	571	1144	991	1070	PaeAG1_05934	CDS			heat-shock protein
5540	3086	1761	3353	3283	3283	PaeAG1_05935	CDS			hypothetical protein
768	468	218	294	343	360	PaeAG1_05936	CDS			hypothetical protein
6149	3019	3984	19931	12273	12128	PaeAG1_05937	CDS	osmE		OsmE family transcriptional regulator
1486	645	477	3946	3181	4155	PaeAG1_05938	CDS			hypothetical protein
1274	648	585	728	657	937	PaeAG1_05939	CDS			transcriptional regulator
4240	2259	1524	3082	2647	3596	PaeAG1_05940	CDS			hypothetical protein
9698	4329	6111	17816	11668	14029	PaeAG1_05941	CDS			bacterioferritin
84	49	29	36	30	47	PaeAG1_05942	CDS			hypothetical protein
112	96	58	133	116	85	PaeAG1_05943	CDS			sulfite oxidase subunit YedY
30	20	13	23	15	40	PaeAG1_05944	CDS	yedZ1		Putative protein-methionine-sulfoxide reductase subunit YedZ1
67	51	16	45	44	56	PaeAG1_05945	CDS			hypothetical protein
268	148	90	163	153	155	PaeAG1_05946	CDS	irlR		two-component response regulator
541	360	231	320	292	349	PaeAG1_05947	CDS			two-component sensor
1807	1077	865	508	445	601	PaeAG1_05948	CDS			major facilitator superfamily transporter
9699	5239	4483	780	891	682	PaeAG1_05949	CDS	desB		acyl-CoA desaturase
14669	8823	4931	1329	1798	1220	PaeAG1_05950	CDS			oxidoreductase
1937	1109	783	223	286	390	PaeAG1_05951	CDS	desT		transcriptional regulator
524	241	229	131	96	205	PaeAG1_05952	CDS	ureE		urease accessory protein UreE
269	136	92	81	99	102	PaeAG1_05953	CDS	ureF		urease accessory protein UreF
275	139	77	55	70	78	PaeAG1_05954	CDS	ureG		urease accessory protein UreG
152	78	47	13	21	20	PaeAG1_05955	CDS			hypothetical protein
130	91	28	37	47	46	PaeAG1_05956	CDS			transmembrane sensor
74	37	28	27	36	69	PaeAG1_05957	CDS			RNA polymerase sigma factor
479	284	213	329	373	359	PaeAG1_05958	CDS	btuB_5		Vitamin B12 transporter BtuB
169	71	62	95	94	128	PaeAG1_05959	CDS	opdK		vanillate porin OpdK
778	419	143	389	367	402	PaeAG1_05960	CDS			aldehyde dehydrogenase
314	205	92	134	142	192	PaeAG1_05961	CDS			major facilitator superfamily transporter
249	127	57	105	109	144	PaeAG1_05962	CDS	mdlC	4.1.1.7	benzoylformate decarboxylase
443	222	146	165	153	233	PaeAG1_05963	CDS			transcriptional regulator
152	103	65	125	144	152	PaeAG1_05964	CDS			major facilitator superfamily transporter
215	119	90	182	163	214	PaeAG1_05965	CDS	vanA_2		vanillate O-demethylase oxygenase
225	164	82	192	181	187	PaeAG1_05966	CDS	vanB		vanillate O-demethylase
1503	872	666	465	504	581	PaeAG1_05967	CDS			transcriptional regulator
2449	1327	668	611	505	789	PaeAG1_05968	CDS			short-chain dehydrogenase
155	106	40	272	215	137	PaeAG1_05969	CDS		4.3.1.12	ornithine cyclodeaminase
268	148	122	432	349	333	PaeAG1_05970	CDS			ABC transporter ATP-binding protein
264	158	82	286	211	210	PaeAG1_05971	CDS			ABC transporter ATP-binding protein
188	111	65	154	133	157	PaeAG1_05972	CDS			branched-chain amino acid ABC transporter permease
540.77	259	193	471.251	364.272	480.25	PaeAG1_05973	CDS			branched-chain amino acid ABC transporter
3102	1553	1013	1809	1420	1682	PaeAG1_05974	CDS			ABC transporter
667	385	274	328	286	345	PaeAG1_05975	CDS			transcriptional regulator
6192	3145	2388	5657	5585	6832	PaeAG1_05976	CDS			chemotaxis transducer
3057	1713	731	2470	2296	2615	PaeAG1_05977	CDS			hypothetical protein
2143	1435	478	3129	2561	2131	PaeAG1_05978	CDS	nadD_2	2.7.7.18	nicotinate-nucleotide adenylyltransferase
3095	1813	868	817	832	1423	PaeAG1_05979	CDS	pncA	3.5.1.19	Nicotinamidase/pyrazinamidase
5743.64	3488	2151	1467	1426	2276	PaeAG1_05980	CDS	pncB1	6.3.4.21	nicotinate phosphoribosyltransferase
4353	2599	1113	1276	1211	1766	PaeAG1_05981	CDS	nadE	6.3.1.5	NAD synthetase
1237	805	335	615	493	579	PaeAG1_05982	CDS			hypothetical protein
68730	38494	54789	79623	63175	40794	PaeAG1_05983	CDS	azu		azurin
630	432	225	288	254	438	PaeAG1_05984	CDS	yvdD		LOG family protein YvdD
1578	1075	652	574	593	726	PaeAG1_05985	CDS	nlpD		Murein hydrolase activator NlpD
1115	612	441	1011	1198	1346	PaeAG1_05986	CDS	mscS_2		Small-conductance mechanosensitive channel
1176	667	430	554	571	560	PaeAG1_05987	CDS			hypothetical protein
1994	1298	726	938	986	862	PaeAG1_05988	CDS			hypothetical protein
5873	3286	1971	1270	1099	2073	PaeAG1_05989	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
29137	13830	11074	11214	11588	14344	PaeAG1_05990	CDS			hypothetical protein
6182	3502	2512	3837	3200	4560	PaeAG1_05991	CDS	alr		biosynthetic alanine racemase
7328	3911	2373	2923	2418	3130	PaeAG1_05992	CDS	dnaB_3		replicative DNA helicase
23670	14886	6583	5834	5230	8889	PaeAG1_05993	CDS	rplI		50S ribosomal protein L9
30701	19226	5730	4162	4100	7077	PaeAG1_05994	CDS			hypothetical protein
22005	13249	6918	3699	3153	6468	PaeAG1_05995	CDS	rpsR		30S ribosomal protein S18
46808	26222	16363	9118	7764	17337	PaeAG1_05996	CDS	rpsF		30S ribosomal protein S6
5928	3439	1214	2120	1986	1792	PaeAG1_05997	CDS			23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
42059	22525	9674	9231	8415	9552	PaeAG1_05998	CDS	rnr		exoribonuclease R
657	632	610	289	408.5	416.5	PaeAG1_05999	tRNA			tRNA-Leu
657	632	610	289	408.5	416.5	PaeAG1_06000	tRNA			tRNA-Leu
19938	11781	4822	3205	3049	3992	PaeAG1_06001	CDS	purA	6.3.4.4	adenylosuccinate synthetase
6912	4711	2158	1512	1765	1853	PaeAG1_06002	CDS			ATP phosphoribosyltransferase
2087	1397	1049	547	631	730	PaeAG1_06003	CDS			hypothetical protein
22420	12879	7792	7829	7239	9517	PaeAG1_06004	CDS	hflC		protease subunit HflC
22742	14201	5493	6004	6111	6734	PaeAG1_06005	CDS	hflK		protease subunit HflK
27569	18093	11516	17479	15367	14917	PaeAG1_06006	CDS			GTP-binding protein
34663	20663	23318	29056	21782	27791	PaeAG1_06007	CDS	hfq		RNA-binding protein Hfq
35667	19215	21857	14819	13608	17315	PaeAG1_06008	CDS	miaA	2.5.1.75	tRNA delta(2)-isopentenylpyrophosphate transferase
13787	8803	4945	7394	7053	8138	PaeAG1_06009	CDS	mutL		DNA mismatch repair protein
10601	5717	5376	4331	4751	5793	PaeAG1_06010	CDS	amiB		N-acetylmuramoyl-L-alanine amidase
1173	695	735	799	773	731	PaeAG1_06011	CDS	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
2793	1935	820	1329	1444	1328	PaeAG1_06012	CDS	nnr		Bifunctional NAD(P)H-hydrate repair enzyme Nnr
3724	2091	1450	2898	2368	2238	PaeAG1_06013	CDS	queG	1.17.99.6	Epoxyqueuosine reductase
4267	2568	1892	1875	1998	1787	PaeAG1_06014	CDS	orn	3.1.-.-	oligoribonuclease
4061	2501	2144	1555	1602	1942	PaeAG1_06015	CDS			ribosome-associated GTPase
6387	3609	2927	1573	1700	1809	PaeAG1_06016	CDS	motB		flagellar motor protein MotB
8921	4503	3430	1529	1731	2031	PaeAG1_06017	CDS	motA		flagellar motor protein MotA
2815	1563	1102	1164	1222	1064	PaeAG1_06018	CDS			hypothetical protein
2365	1391	835	438	471	806	PaeAG1_06019	CDS	rhdA		thiosulfate:cyanide sulfurtransferase
4643	2502	1305	857	780	1487	PaeAG1_06020	CDS	psd	4.1.1.65	phosphatidylserine decarboxylase
8523	4697	2802	2850	2610	2891	PaeAG1_06021	CDS	fimW		cyclic-di-GMP receptor FimW
13903	7495	7135	4689	4796	5618	PaeAG1_06022	CDS	fimX		protein FimX
7331	4670	2610	2138	2080	2592	PaeAG1_06023	CDS			phosphoserine phosphatase
7269	4287	3667	2757	3360	3793	PaeAG1_06024	CDS			hypothetical protein
512	316	247	201	160	232	PaeAG1_06025	CDS	ybcI		Inner membrane protein YbcI
6247	4301	3354	4084	4302	4285	PaeAG1_06026	CDS			hypothetical protein
6700	3794	2090	2530	2434	3218	PaeAG1_06027	CDS	parC	5.99.1.-	DNA topoisomerase IV subunit A
955	591	381	942	686	659	PaeAG1_06028	CDS			hypothetical protein
2165	1269	575	942	785	1073	PaeAG1_06029	CDS			hypothetical protein
7695	5004	2375	2031	1958	3068	PaeAG1_06030	CDS	parE		DNA topoisomerase IV subunit B
2154	1261	783	485	532	830	PaeAG1_06031	CDS			hypothetical protein
1858	1140	728	654	865	1041	PaeAG1_06032	CDS	cpdA_2		cAMP phosphodiesterase
1605	982	383	636	721	666	PaeAG1_06033	CDS			hypothetical protein
3824	2314	1279	1901	1902	2025	PaeAG1_06034	CDS	aspP		adenosine diphosphate sugar pyrophosphatase
4462	2465	1568	1384	1521	2025	PaeAG1_06035	CDS			hypothetical protein
2447	1233	1281	948	898	1116	PaeAG1_06036	CDS	thiC		thiamine biosynthesis protein ThiC
5594	3186	1733	1403	1440	2744	PaeAG1_06037	CDS	aprF_4		alkaline protease secretion protein AprF
1449	942	458	995	822	1078	PaeAG1_06038	CDS			NAD(P)H quinone oxidoreductase
942	595	265	379	373	333	PaeAG1_06039	CDS	aruH_2		arginine:pyruvate transaminase AruH
467	241	120	376	296	399	PaeAG1_06040	CDS	ilvI_2	2.2.1.6	acetolactate synthase 3 catalytic subunit
263	130	54	173	107	164	PaeAG1_06041	CDS	pauA_2		pimeloyl-CoA synthetase
175	96	79	118	111	144	PaeAG1_06042	CDS			acyl-CoA dehydrogenase
83	59	46	37	41	55	PaeAG1_06043	CDS			enoyl-CoA hydratase
439	158	211	197	191	260	PaeAG1_06044	CDS			amino acid permease
376	226	106	349	283	322	PaeAG1_06045	CDS			two-component sensor
158	94	40	189	138	213	PaeAG1_06046	CDS			hypothetical protein
805	498	359	446	434	604	PaeAG1_06047	CDS			two-component response regulator
1318	775	392	640	667	703	PaeAG1_06048	CDS			transcriptional regulator
333	150	52	156	128	258	PaeAG1_06049	CDS			ABC transporter
685	413	223	498	454	822	PaeAG1_06050	CDS			oxidoreductase
290	220	126	136	129	174	PaeAG1_06051	CDS			transcriptional regulator
1517	874	461	584	533	825	PaeAG1_06052	CDS	waaA		3-deoxy-D-manno-octulosonic acid transferase
415	264	188	352	333	322	PaeAG1_06053	CDS			transcriptional regulator
261	163	100	89	95	101	PaeAG1_06054	CDS			SMR multidrug efflux transporter
2576	1618	703	500	509	775	PaeAG1_06055	CDS		1.-.-.-	putative FAD-dependent oxidoreductase
1717	1038	529	343	317	568	PaeAG1_06056	CDS			hypothetical protein
854	485	220	270	259	327	PaeAG1_06057	CDS			hypothetical protein
557	320	205	279	247	262	PaeAG1_06058	CDS			acyl-CoA dehydrogenase
980	633	283	276	257	293	PaeAG1_06059	CDS			acyl-CoA dehydrogenase
12189	7547	3824	2924	3276	3753	PaeAG1_06060	CDS	rfaE		bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
12259	7533	6244	1758	1972	2987	PaeAG1_06061	CDS	msbA		transporter MsbA
3471	1998	2447	1294	1229	1694	PaeAG1_06062	CDS			hypothetical protein
4341	2471	3526	1714	1559	1978	PaeAG1_06063	CDS	waaL		O-antigen ligase WaaL
4136	2213	2416	2763	2377	3317	PaeAG1_06064	CDS	wapR		alpha-1,3-rhamnosyltransferase WapR
3577	2048	1796	1575	1393	1891	PaeAG1_06065	CDS			hypothetical protein
4069	2402	1633	852	884	1070	PaeAG1_06066	CDS			hypothetical protein
4615	2583	1650	1797	1556	1772	PaeAG1_06067	CDS			hypothetical protein
10103	5683	2784	4700	4413	3788	PaeAG1_06068	CDS			glycosyl transferase family protein
22320	12528	7074	5054	4805	6187	PaeAG1_06069	CDS			carbamoyl transferase
4487	2673	1593	1815	1834	2051	PaeAG1_06070	CDS			hypothetical protein
2341	1293	844	896	933	1105	PaeAG1_06071	CDS	inaA_2		Protein InaA
2410	1467	1050	1101	1025	1217	PaeAG1_06072	CDS	waaP_1		lipopolysaccharide kinase WaaP
2208	1115	839	847	796	1089	PaeAG1_06073	CDS	waaP_2		lipopolysaccharide kinase WaaP
3725	2225	1256	1431	1316	1668	PaeAG1_06074	CDS	waaG		UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG
3705	2176	1039	1645	1450	1830	PaeAG1_06075	CDS	waaC		heptosyltransferase I
4128	2375	1101	1290	1186	1420	PaeAG1_06076	CDS	waaF		heptosyltransferase II
13522	8364	4748	5700	5331	6074	PaeAG1_06077	CDS	ilvE	2.6.1.42	branched-chain amino acid aminotransferase
13222	7772	4241	4048	4238	4661	PaeAG1_06078	CDS	glnE	2.7.7.42	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
60937	30972	15509	7496	7421	10016	PaeAG1_06079	CDS	aceE		pyruvate dehydrogenase subunit E1
31397	15466	5622	3691	3527	4518	PaeAG1_06080	CDS	aceF		dihydrolipoamide acetyltransferase
20059	10061	9203	4481	3956	4303	PaeAG1_06081	CDS			hypothetical protein
4246	2281	1458	1900	1905	2036	PaeAG1_06082	CDS	msrA		peptide methionine sulfoxide reductase
2709	1644	797	1328	1236	1402	PaeAG1_06083	CDS	rlmJ	2.1.1.266	Ribosomal RNA large subunit methyltransferase J
2504	1195	805	1171	1086	1077	PaeAG1_06084	CDS			acyl-CoA dehydrogenase
2093	1195	830	662	762	976	PaeAG1_06085	CDS			sodium/hydrogen antiporter
5222	2659	2256	1611	1594	2164	PaeAG1_06086	CDS			potassium efflux protein KefA
1209	630	431	673	541	677	PaeAG1_06087	CDS			hypothetical protein
1091	569	284	555	533	623	PaeAG1_06088	CDS			hypothetical protein
1832	968	459	671	580	913	PaeAG1_06089	CDS	metY	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase
405	183	113	160	147	234	PaeAG1_06090	CDS			hypothetical protein
4916	2400	1050	2876	2210	2096	PaeAG1_06091	CDS			hypothetical protein
4013	2122	2427	2647	2707	2488	PaeAG1_06092	CDS	soj_5	3.6.-.-	Sporulation initiation inhibitor protein Soj
372	238	120	180	147	206	PaeAG1_06093	CDS			transcriptional regulator
6669	2708	1800	446	728	1154	PaeAG1_06094	CDS			major facilitator superfamily transporter
485	209	166	105	98	135	PaeAG1_06095	CDS			short-chain dehydrogenase
190	117	73	99	109	121	PaeAG1_06096	CDS			transcriptional regulator
1282	791	401	334	299	507	PaeAG1_06097	CDS			hypothetical protein
3231	2071	1165	660	652	937	PaeAG1_06098	CDS	hemE	4.1.1.37	uroporphyrinogen decarboxylase
3416	1967	1051	1070	979	1525	PaeAG1_06099	CDS	gltD	1.4.1.13	glutamate synthase subunit beta
13063	7721	4663	2999	2813	4218	PaeAG1_06100	CDS	gltB	1.4.1.13	glutamate synthase subunit alpha
16834	9727	7101	6457	5854	8057	PaeAG1_06101	CDS	damX		Cell division protein DamX
6402	4160	2797	2487	2307	3157	PaeAG1_06102	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
11301	5863	5112	4121	4186	4900	PaeAG1_06103	CDS	aroK	2.7.1.71	shikimate kinase
70406	36002	26086	18922	19601	16317	PaeAG1_06104	CDS	pilQ		type 4 fimbrial biogenesis outer membrane protein PilQ
9270	4856	4553	3015	3331	2754	PaeAG1_06105	CDS	pilP		type 4 fimbrial biogenesis protein PilP
9340	5622	4506	4346	4307	3263	PaeAG1_06106	CDS	pilO		type 4 fimbrial biogenesis protein PilO
9221	5523	3855	3754	3789	2794	PaeAG1_06107	CDS	pilN		type 4 fimbrial biogenesis protein PilN
43695	22071	19533	15290	11540	16504	PaeAG1_06108	CDS	pilM		type 4 fimbrial biogenesis protein PilM
28461	16501	13717	10330	8879	12077	PaeAG1_06109	CDS	ponA		penicillin-binding protein 1A
12808	7699	4947	4134	3115	4979	PaeAG1_06110	CDS			malic enzyme
4384	2507	1755	2546	2367	2714	PaeAG1_06111	CDS	bepA_4	3.4.-.-	Beta-barrel assembly-enhancing protease
1605	1072	534	878	881	996	PaeAG1_06112	CDS			nuclease
35920	21106	25876	11318	10239	24252	PaeAG1_06113	CDS	rpmE		50S ribosomal protein L31
2520	1467	864	634	629	912	PaeAG1_06114	CDS	priA		primosome assembly protein PriA
16763	8143	3507	3572	3018	4357	PaeAG1_06115	CDS	argS	6.1.1.19	arginine--tRNA ligase
3344	1713	606	568	499	769	PaeAG1_06116	CDS	ftsN_2		Cell division protein FtsN
2270	1048	678	2921	2472	3517	PaeAG1_06117	CDS	hslV	3.4.25.1	ATP-dependent protease peptidase subunit
5739	2761	1348	5938	5272	6517	PaeAG1_06118	CDS	hslU		ATP-dependent protease ATP-binding subunit HslU
1735	691	907	966	965	871	PaeAG1_06119	CDS			hypothetical protein
3693.71	1944.44	1352	1419	1380	1518	PaeAG1_06120	CDS	phaC1		poly(3-hydroxyalkanoic acid) synthase
2051	1132	705	1219	1090	1125	PaeAG1_06121	CDS	phaD		poly(3-hydroxyalkanoic acid) depolymerase
1534.29	756.559	518	736	745	821	PaeAG1_06122	CDS	phaC2		poly(3-hydroxyalkanoic acid) synthase
722	368	220	316	263	291	PaeAG1_06123	CDS			transcriptional regulator
33015	16911	11434	17274	14526	16405	PaeAG1_06124	CDS	phaF_1		polyhydroxyalkanoate synthesis protein PhaF
4169	2297	1945	2676	2152	2582	PaeAG1_06125	CDS	phaF_2		polyhydroxyalkanoate synthesis protein PhaF
1588	709	905	456	614	719	PaeAG1_06126	CDS			hypothetical protein
11548	6277	5114	1550	1687	2650	PaeAG1_06127	CDS	ubiE_2	2.1.1.-	ubiquinone/menaquinone biosynthesis methyltransferase
3938	2192	1494	439	495	677	PaeAG1_06128	CDS			hypothetical protein
6468	3887	3079	1251	1112	1665	PaeAG1_06129	CDS	ubiB_2		ubiquinone biosynthetic protein UbiB
4007	2222	2090	1614	1742	2117	PaeAG1_06130	CDS	hisI	3.5.4.19	phosphoribosyl-AMP cyclohydrolase
3808	2019	1726	969	1049	1300	PaeAG1_06131	CDS	hisE	3.6.1.31	phosphoribosyl-ATP pyrophosphatase
5288	3089	2434	2420	2660	2742	PaeAG1_06132	CDS	tatA		twin-arginine translocation protein TatA
2753	1666	809	528	511	645	PaeAG1_06133	CDS	tatB		sec-independent translocase
4468	2400	2112	1057	959	1339	PaeAG1_06134	CDS	tatC		transporter TatC
1580	867	627	344	359	457	PaeAG1_06135	CDS			16S ribosomal RNA methyltransferase RsmE
2310	1247	689	394	431	543	PaeAG1_06136	CDS			chemotaxis transducer
1593	790	983	636	694	864	PaeAG1_06137	CDS			hypothetical protein
1457	860	562	523	436	695	PaeAG1_06138	CDS			ABC transporter ATP-binding protein
2124	1221	524	415	335	746	PaeAG1_06139	CDS			ABC transporter permease
3663	2111	1284	1159	910	2545	PaeAG1_06140	CDS			ABC transporter
9664	5296	3047	5541	4510	6466	PaeAG1_06141	CDS	mdoH		glucosyltransferase MdoH
15433	8449	4935	5344	4448	7902	PaeAG1_06142	CDS			glucan biosynthesis protein G
849	493	151	194	183	197	PaeAG1_06143	CDS			D-tyrosyl-tRNA(Tyr) deacylase
4606	2470	1389	1033	1018	1853	PaeAG1_06144	CDS			prolyl aminopeptidase
402	282	119	266	242	360	PaeAG1_06145	CDS			hypothetical protein
769.113	442	432.078	516	494	616	PaeAG1_06146	CDS			ABC transporter
207	120	72	87	96	91	PaeAG1_06147	CDS	yabJ_2	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
716	403	220	372	441	426	PaeAG1_06148	CDS			oxidoreductase
1455	925	572	683	829	812	PaeAG1_06149	CDS			transcriptional regulator
1531.61	909.891	981.785	997.343	821.651	1150.39	PaeAG1_06150	CDS			hypothetical protein
1123.42	686.636	792.141	754.703	581.479	947.592	PaeAG1_06151	CDS			hypothetical protein
1307.97	802.473	1045.07	831.954	579.87	1072.02	PaeAG1_06152	CDS			hypothetical protein
1067	596	418	586	401	635	PaeAG1_06153	CDS		2.7.8.-	Cardiolipin synthase
1216	650	455	399	382	557	PaeAG1_06154	CDS			hypothetical protein
1670	774	387	1650	1091	1229	PaeAG1_06155	CDS	hutG		N-formylglutamate amidohydrolase
1959	988	393	1920	1372	1475	PaeAG1_06156	CDS	hutI	3.5.2.7	imidazolonepropionase
1214	773	384	2075	1380	1502	PaeAG1_06157	CDS			histidine/phenylalanine ammonia-lyase
624	392	257	885	517	689	PaeAG1_06158	CDS			ABC transporter ATP-binding protein
725	380	201	1012	615	844	PaeAG1_06159	CDS			ABC transporter permease
611	347	186	1267	711	846	PaeAG1_06160	CDS			ABC transporter
1127	599	285	1464	874	1203	PaeAG1_06161	CDS			amino acid permease
2339	1301	436	2277	1193	1975	PaeAG1_06162	CDS	hutH	4.3.1.3	histidine ammonia-lyase
2929	1358	468	1510	798	1355	PaeAG1_06163	CDS			transporter
14232	6846	1699	4711	2208	4529	PaeAG1_06164	CDS	hutU	4.2.1.49	urocanate hydratase
615	363	203	831	762	837	PaeAG1_06165	CDS			hypothetical protein
318	194	159	189	184	195	PaeAG1_06166	CDS			hypothetical protein
2564	1303	1050	924	1055	1160	PaeAG1_06167	CDS			ABC transporter
1826	1135	732	926	804	922	PaeAG1_06168	CDS	ves		Protein Ves
10046	5108	4860	2495	2197	3351	PaeAG1_06169	CDS	hutC		histidine utilization repressor HutC
4941	2969	1685	2893	2132	3201	PaeAG1_06170	CDS			N-formimino-L-glutamate deiminase
3018	1899	1018	1438	1413	1551	PaeAG1_06171	CDS	blc		outer membrane lipoprotein Blc
2286	1347	1165	1250	1189	1532	PaeAG1_06172	CDS			hypothetical protein
3013	1967	1005	802	800	1024	PaeAG1_06173	CDS			hypothetical protein
10217	5909	4245	2033	2098	3220	PaeAG1_06174	CDS	fbp	3.1.3.11	fructose-1,6-bisphosphatase
1552	667	608	1198	949	1194	PaeAG1_06175	CDS	gloA3		lactoylglutathione lyase
7739	4040	2563	4978	4215	5679	PaeAG1_06176	CDS	estA		esterase
2786	1832	614	1141	1010	1243	PaeAG1_06177	CDS			hypothetical protein
5446	3423	2213	2148	2139	3121	PaeAG1_06178	CDS			hypothetical protein
626	335	190	152	150	193	PaeAG1_06179	CDS			hypothetical protein
552	380	186	134	190	239	PaeAG1_06180	CDS			transcriptional regulator
12661	7022	3522	1367	1168	2735	PaeAG1_06181	CDS	typA		regulatory protein TypA
4864	3087	1787	816	798	1467	PaeAG1_06182	CDS	thiI		thiamine biosynthesis protein ThiI
83389	43970	26499	9238	9117	11108	PaeAG1_06183	CDS	glnA		glutamine synthetase
355	196	139	161	138	179	PaeAG1_06184	CDS			hypothetical protein
2395	1386	876	893	836	1138	PaeAG1_06185	CDS			hypothetical protein
1417	782	686	481	518	723	PaeAG1_06186	CDS			hypothetical protein
913	414	396	296	296	398	PaeAG1_06187	CDS			hypothetical protein
1633	843	818	675	525	762	PaeAG1_06188	CDS	ntrB		two-component sensor NtrB
3631.08	1978	1251	949	863	1053	PaeAG1_06189	CDS	ntrC		two-component response regulator NtrC
376	226	118	193	194	189	PaeAG1_06190	CDS			hypothetical protein
828	461	402	191	207	347	PaeAG1_06191	CDS			rRNA methylase
12708	6350	9644	3801	3291	6185	PaeAG1_06192	CDS	secB		preprotein translocase subunit SecB
966	623	531	170	199	353	PaeAG1_06193	CDS	grx		glutaredoxin
2262	1192	1076	531	503	1145	PaeAG1_06194	CDS	yibN		putative protein YibN
7217	3746	1816	2300	1902	3704	PaeAG1_06195	CDS	pgm		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
201	117	66	69	61	91	PaeAG1_06196	CDS			hypothetical protein
5056	2845	2882	1507	1747	2406	PaeAG1_06197	CDS	envC		Murein hydrolase activator EnvC
7470	4456	2245	2205	1989	2922	PaeAG1_06198	CDS			carboxyl-terminal protease
959	562	371	301	326	459	PaeAG1_06199	CDS			hypothetical protein
2183	1237	691	874	751	1483	PaeAG1_06200	CDS			hypothetical protein
1103	667	392	1709	1073	1519	PaeAG1_06201	CDS			hypothetical protein
1814	1137	917	784	731	1381	PaeAG1_06202	CDS			hypothetical protein
1247	824	527	227	250	365	PaeAG1_06203	CDS			hypothetical protein
2069	1248	589	818	709	881	PaeAG1_06204	CDS	hisF1	4.1.3.-	imidazole glycerol phosphate synthase subunit HisF
2682	1618	782	943	732	1324	PaeAG1_06205	CDS	hisA	5.3.1.16	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
